AgSO4,-17.865041618125
RbAgO,-1.37091019159483
NaAgO,-2.30483991625
KAgO,-1.79554615925
LuAgO2,-10.8921036325
AgRhO2,-3.5554962225
BaAl4O7,-165.100380975
BaAl4O7,-166.188378025
Mg(AgO2)2,-14.78543697
Ca(AgO2)2,-15.397007955
Zn(AgO2)2,-9.20171475
Mg(AgO2)2,-19.23784996
Zn(AgO2)2,-17.51923225
Ca(AgO2)2,-16.736742785
Ca2Al2O5,-61.6803260525
Mg(AgO2)2,-14.45190944
Ca(AgO2)2,-46.258312035
Zn(AgO2)2,-26.67005063
Mg(AgO2)2,-41.05900683
Zn(AgO2)2,-9.21101097999999
Ca(AgO2)2,-16.159750765
Mg(AgO2)2,-42.19339109
Zn(AgO2)2,-27.26308243
Ca(AgO2)2,-47.487241925
Zn(AgO2)2,-10.12994775
Ca(AgO2)2,-19.026076755
Ca(AgO2)2,-17.134127635
Mg(AgO2)2,-14.7163433
Zn(AgO2)2,-9.43413569999999
Zn(AgO2)2,-8.78308285999999
Mg(AgO2)2,-14.29632412
Ca(AgO2)2,-16.943295415
Ca(AgO2)2,-37.08944644
Zn(AgO2)2,-19.25836101
Mg(AgO2)2,-30.56165087
BaAg4O7,-9.43671590749999
SmAgO3,-8.47361647625
LaAgO3,-9.49757510375
La2Ag2O5,-39.9967661825
Sm2Ag2O5,-38.9665811025
EuAgO3,-7.55849156875
CoAgO2,-3.504915345
Ag2IO6,-3.7149224475
AgClO2,-1.64846492152
YAgO3,-7.79179872375
Y3AgO5,-81.78456666875
ScAgO2,-10.1254266925
AgBrO2,-0.8929972425
Al(BiO2)2,-52.25403243
AlAgO2,-8.9562703825
Ba(AgO)2,-14.109526825
BaAgO2,-13.831142245
CrAgO2,-6.3666363325
Cu(AgO)2,-1.8261278825
CsAgO2,-8.17670552741379
GaAgO2,-6.3822789725
GaAgO2,-6.0454741325
FeAgO2,-3.6398291925
InAgO2,-5.19755137583334
Eu2Ag2O5,-32.3792091625
Ta3AgO8,-70.7092703
AgClO4,-5.80835852652
GaAgO2,-12.765206375
ScAgO2,-21.110280805
NaAgO,-12.685918595
BaAlO5,-24.5699679325
GaAgO2,-24.44172075
CoAgO2,-15.11422095
La2AgO4,-18.562526535
Ag2SeO4,-11.9792565171875
Cr2Ag2O7,-28.6391385175
EuAgO2,-8.5087164175
Cu(AgO)2,-2.5443372825
AgPbO3,-8.6327300575
AgClO3,-2.42326280701
AgBrO3,-1.50133573375
AgAsO3,-12.8902843375
Ag2CO3,-38.802601505
VAgO3,-35.130711745
AlAgO2,-36.10116419
MnAgO4,-20.53881314384
BaAl2O6,-37.269612405
BaAl2O6,-40.490515735
BaAl2O6,-80.1826883
Al6B5O18,-156.956140171667
AgCO2,-17.524610875
Ag2As2O7,-50.026311655
Ag(NO2)3,-8.91702556856001
AgSO4,-140.749840805
AcBO3,-12.4468244270833
AcGaO3,-15.3821749204167
AcAlO3,-18.5238055904167
AcNiO3,-11.7855530804167
AcMgO3,-15.1105210304167
AcPdO3,-11.2557729104167
AcSiO3,-14.4189856004167
AcScO3,-19.2182049004167
AcMnO3,-14.9463188613767
AlAuO3,-7.07796871375
AcVO3,-15.7520576804167
AlAgO3,-7.91413547375
BaAlO3,-14.55217701375
BeAgO3,-3.96476859875
FeAgO3,-3.95178634375
LiAcO3,-12.1136200404167
NaAgO3,-2.13076474875
SiAgO3,-8.36014296375
TaAgO3,-12.06606225375
BaAl2O6,-40.466966905
BaAl2O8,-36.07406124
AgClO4,-12.06889351304
Ag2S2O7,-33.97938221375
Ag(NO)3,24.98293819644
BaAl5O9,-98.9725432925
Al4As3O23,-33.81534136375
AgI3O8,-36.88490501
Ag3B5O9,-148.235791058333
AgB3O5,-86.994753855
Ag3RuO4,-45.5500026199999
BaAl2O6,-84.35191984
AgSO4,-71.9948262925
Al16As9O76,-109.75560396
Ba3Al2O6,-864.68724322
V2Ag4O7,-293.46972359
Nb4Ag2O11,-86.4585757075
Ag3P3O10,-57.4722372778572
Nb4Ag2O11,-86.2934601375
AgIO3,-28.71008827
Ag3SbO4,-32.42171499
Nb4Ag2O11,-86.3776389775
Ta4Ag2O11,-95.7399149075
NbAgO3,-87.82541467
Ba3Al2O12,-121.84504714
SiAg5O4,-45.91492346
Ag2(MoO4)3,-79.62181168
NbAgO3,-43.679499785
V(AgO)4,-9.646537225
TcAgO2,-10.1943592
Si2Ag2O5,-80.730830085
ReAgO2,-8.13328162000001
Ca3Al2O6,-901.15420252
Al6B5O18,-170.143926781667
AgMoO4,-16.53088034
Al(Bi3O5)4,-57.442707595
AgSbO12,14.86493921
AgIO2,-5.00563609
AgSbO12,-1.7753051
AlAsO6,-88.1708554800001
V12Ag5O32,-100.16089664
NbAgO3,-21.8089348275
Cu2AgO4,-5.168651745
BaAl2O4,-48.41322013
Al6CO7,-37.1367431675
Al2CO,-5.44413328
Ag3AsO4,-15.70085722
Ag3PO4,-22.8286964242857
Ag6P6O19,-56.7306306666071
Ag2CO3,-19.3678382275
Ag(OsO3)2,-22.552088995
AlAgO2,-254.64392402
CaAl2O4,-95.51213055
NbAgO3,-10.82303223375
YbAgO2,-7.7418134425
Ag2Te2O7,-24.5815731675
Al4CO4,-46.9187736475
CaAl2O4,-194.21571187
Ag6Ge2O7,-62.006096945
AlAuO2,-17.889781755
Nb3AgO8,-64.18424757
Ag2SeO3,-20.164261899375
Ag2TeO3,-22.124121065
AgPO3,-79.0454608371429
VAg3O4,-20.09728223
NiAgO2,-2.6923628325
CoAgO2,-8.363585035
FeAgO2,-5.3956633325
Ag2MoO4,-18.40353629
CrAgO2,-6.7342736125
Ni(AgO)2,-2.5360324025
VAg3O4,-9.807547335
Ag2PbO2,-8.307500505
InAgO2,-11.2744589716667
Ag5(PbO3)2,-10.6330138775
InAgO2,-5.63757908583333
AgClO2,-6.18310098304001
AgClO4,-3.16978538826
AlBiO3,-12.23362144875
Al4Bi2O9,-86.1576649525
AgBiO3,-10.1896853075
Ag2BiO3,-22.376897775
LiAg3O2,-9.819147515
Ba(Ag3O2)2,-37.12757212
NaAg3O2,-8.681306785
Sr(Ag3O2)2,-38.23766929
AgIO3,-29.14439606
Ag3BO3,-8.15339623041667
AgClO3,-10.78502292804
SiAg2O3,-42.414810925
CaAl12O19,-220.4442540425
Ag25(BiO6)3,-25.8180578875
Ag5BiO4,-26.90027604
Ag4Bi2O5,-40.396851485
TiAg2O3,-45.3159219516667
CaAl2O4,-291.45495723
Ag2HgO2,-9.35795692999999
AgIO4,-6.73479935
YAgO2,-21.008815325
AcClO,-21.5216554123533
AcBrO,-19.3662023158333
KAgO,-12.540809067
BeAl2O4,-94.29063449
Ag2SO3,-28.29275698125
Al4(B2O5)3,-77.46521832875
Ag2W2O7,-36.2948743075
Al5BO9,-101.464466165833
Ca11Al14O32,-197.3788368625
Ag7NO11,-10.33421468613
Na3AgO2,-15.396795375
Ag3(AsO4)2,-13.51837806
Ag3(PO4)2,-21.1185951142857
AcOF,-12.5281193941067
Ag7NO11,-10.43532897613
BaAl2O4,-48.4219329575
Ag3PO4,-22.8234092142857
BaAl2O4,-193.88930015
Cu2Ag2O3,-9.36392155750001
Ag2CO3,-13.264143715
CaAl4O7,-83.5040716925
Cr2Ag2O7,-28.8027790875
Ag2WO4,-75.82608928
Ag6Mo10O33,-83.77195262125
Ag2Mo2O7,-34.8388928575
Ag3BiO3,-44.65880531
Ag13OsO6,-18.671222515
Ag3RuO4,-23.18021931
AlAsO4,-44.18092098
AgCO2,-17.906968695
Ca12Al14O33,-203.66938953125
Ag7(PbO3)3,-63.006065845
Ca12Al14O33,-203.65160746125
Ag3AsO4,-15.69570495
AgSbO3,-28.766479615
Si2Ag6O7,-87.939765455
AgSbO3,-14.4563331175
Ag2PdO2,-2.4165033725
AgClO4,-2.46898593826
AlBiO3,-25.1476364375
